UN_DENOMINACION,TIPO,CONTRATACION,NOMBRE_TS,INICIO,ACCION
3,1,74930,10,03-jun-11,GO
2,1,4116,9,31-ene-15,GO
4,1,13562,5,16-nov-16,GO
3,1,1634,5,31-ene-15,GO
2,1,66000,9,01-ene-14,GO
3,1,25913,10,01-jul-11,GO
2,1,4116,10,31-ene-16,GO
2,1,3336,9,30-oct-15,GO
2,1,7306,10,20-ene-15,GO
2,1,2459,10,11-jul-13,GO
2,1,14227,9,30-jun-15,GO
2,1,11281,10,12-feb-15,GO
2,1,9879,9,01-ene-14,GO
2,1,9461,9,01-ene-12,GO
2,1,9461,6,01-ene-11,GO
2,1,49927,10,18-ene-13,GO
2,1,1980,10,23-ene-12,GO
2,1,27044,10,28-jun-16,GO
4,1,118817,11,30-sep-14,NO GO
2,1,1291,4,29-may-14,NO GO
2,1,27931,6,01-abr-11,GO
2,1,27931,6,31-mar-11,GO
2,1,27931,6,01-jun-12,GO
2,1,27931,6,01-jun-12,GO
2,1,27931,6,01-jun-12,GO
2,1,3505,9,30-may-12,GO
2,1,12272,6,17-oct-11,GO
2,1,12758,6,01-jun-11,GO
4,1,6572,11,27-nov-12,GO
4,1,1845,11,30-jun-13,NO GO
3,1,13469,2,15-jul-13,NO GO
2,1,20319,10,17-jul-15,NO GO
2,1,13742,11,31-oct-15,NO GO
4,1,9826,10,28-nov-14,NO GO
2,1,27931,6,01-abr-11,GO
2,1,21929,9,28-sep-12,GO
0,0,60382,10,31-ene-16,GO
2,1,56782,10,30-sep-15,GO
2,1,43993,9,01-ene-14,GO
2,1,5325,10,01-mar-16,GO
3,1,28558,5,01-dic-14,NO GO
2,1,103347,10,01-ene-13,NO GO
2,1,44756,9,30-sep-15,GO
3,1,30062,2,31-jul-14,GO
2,1,22115,10,18-mar-16,GO
0,0,455486,3,09-sep-13,GO
4,1,113128,9,01-ago-13,NO GO
3,1,2762,10,01-feb-14,NO GO
2,1,8865,3,23-dic-14,NO GO
2,1,16805,4,15-abr-16,GO
4,1,13036,1,15-dic-16,GO
2,1,21321,9,31-ene-15,GO
2,1,21321,9,01-ene-14,GO
2,1,20232,9,30-nov-15,GO
2,1,21321,9,01-ene-16,GO
2,1,26272,10,31-oct-14,GO
2,1,26272,10,30-oct-14,GO
2,1,26272,10,31-oct-14,GO
2,1,26272,10,31-oct-14,GO
2,1,22115,10,15-dic-15,GO
2,1,36796,10,31-oct-15,GO
2,1,2734,11,02-mar-16,GO
3,1,152405,2,26-mar-12,NO GO
4,1,13036,1,10-ago-16,NO GO
2,1,59735,11,17-dic-13,NO GO
2,1,77422,10,22-may-13,NO GO
4,1,16979,10,10-oct-14,NO GO
4,1,12475,4,14-feb-14,NO GO
2,1,25240,10,30-abr-13,GO
2,1,213229,4,01-ene-13,GO
2,1,8371,10,31-mar-14,GO
4,1,71172,9,10-mar-16,GO
4,1,2941,11,24-jul-12,NO GO
2,1,109029,2,01-sep-16,NO GO
0,0,129588,10,31-ago-15,NO GO
2,3,9829,6,13-jun-11,GO
2,3,25240,10,30-abr-13,GO
2,3,64650,10,01-mar-16,GO
2,3,25240,6,30-abr-13,GO
2,3,25240,6,30-abr-13,GO
2,3,4168,10,11-jun-13,GO
2,3,246118,10,24-oct-11,GO
2,3,48033,10,28-may-15,GO
2,3,87829,4,04-jun-13,GO
2,3,44831,4,28-oct-16,GO
4,3,337348,2,20-feb-14,GO
0,3,38063,10,01-ene-12,NO GO
4,3,19229,1,31-oct-15,NO GO
3,3,48805,10,06-jun-11,NO GO
2,3,5544,10,06-mar-14,GO
2,3,7252,6,13-ago-12,GO
0,0,121438,10,22-dic-14,GO
4,1,512302,9,31-may-13,GO
0,0,566443,10,01-jun-12,GO
1,1,43936,11,26-abr-12,NO GO
3,1,1678,7,11-oct-12,NO GO
1,1,30055,10,01-ene-13,NO GO
3,1,255173,5,30-sep-14,NO GO
2,1,38157,10,15-abr-16,NO GO
2,1,10867,6,13-abr-12,GO
2,1,6696,9,17-abr-15,GO
2,1,4479,10,06-mar-15,GO
2,1,9073,10,01-sep-16,GO
2,1,49814,10,20-nov-12,GO
2,1,8561,6,30-jun-12,GO
4,1,3121,9,21-jul-14,GO
3,1,2086,4,15-feb-13,GO
4,1,17996,9,17-mar-16,GO
4,1,17333,5,10-mar-14,GO
2,1,77893,10,28-feb-15,GO
4,1,39091,6,01-feb-11,GO
3,1,12464,2,05-sep-16,GO
2,1,4267,9,01-ene-14,GO
4,1,8461,11,14-ene-15,GO
4,1,9499,11,08-jun-15,GO
4,1,12889,3,30-dic-13,NO GO
2,1,46693,5,13-oct-14,NO GO
0,0,8153,4,03-oct-16,GO
4,1,6889,10,25-may-16,NO GO
2,1,4267,9,01-ene-13,NO GO
3,1,62707,5,12-ene-12,NO GO
2,1,42362,10,12-feb-14,GO
2,1,4324,9,31-oct-14,GO
2,1,20824,10,31-ene-16,GO
3,1,1995,5,27-nov-14,GO
3,1,301575,10,01-ene-11,GO
2,1,68383,10,24-ago-15,GO
2,1,234906,9,01-ene-14,GO
4,1,6872,5,15-feb-13,GO
3,1,107433,4,28-nov-11,GO
3,1,218518,5,15-dic-14,NO GO
3,1,3010,10,31-oct-15,NO GO
3,1,3333,2,10-abr-13,NO GO
3,1,56931,4,30-nov-12,GO
2,1,4515,6,01-jun-11,GO
4,1,33991,11,01-ene-13,NO GO
2,1,30966,10,30-abr-13,GO
2,1,11676,3,05-oct-12,GO
2,1,43414,9,31-ene-15,GO
3,1,37991,10,30-jun-14,GO
3,1,7638,11,01-feb-16,GO
2,1,37599,9,01-ene-14,GO
4,1,243287,9,07-feb-11,GO
4,1,8842,11,19-dic-14,NO GO
2,1,74780,9,01-ene-14,GO
2,1,6644,9,25-feb-16,GO
2,1,75396,10,30-jun-16,GO
2,1,45205,10,11-ago-16,GO
3,1,9024,10,13-dic-13,GO
2,1,32828,10,15-jun-12,GO
4,1,11928,10,31-jul-14,GO
2,1,12723,10,31-mar-12,GO
3,1,6626,2,15-dic-11,GO
4,1,13999,9,25-jun-14,GO
2,1,822,11,15-dic-14,GO
3,1,39372,5,18-feb-15,GO
2,1,101148,10,28-feb-15,GO
4,1,28986,6,01-abr-11,NO GO
3,1,4398,10,01-ene-14,NO GO
2,1,5355,9,01-dic-16,GO
2,1,9142,10,15-jun-16,GO
2,1,37599,9,31-ene-15,GO
2,1,41364,9,01-ene-12,GO
3,1,16857,5,26-sep-16,GO
4,1,17079,3,21-abr-14,GO
4,1,6321,11,13-jul-15,GO
2,1,82652,9,31-jul-15,GO
2,1,13259,6,26-oct-12,GO
2,1,17208,10,31-ene-15,GO
3,1,2710,9,31-ene-15,GO
2,1,4209,10,01-dic-14,GO
2,1,33432,10,15-feb-16,GO
4,1,1394306,9,31-jul-15,GO
4,1,67522,7,31-may-14,NO GO
4,1,146091,11,02-ene-15,NO GO
2,1,11377,3,02-oct-12,GO
4,1,4856,4,03-ago-12,GO
2,1,452123,10,24-feb-14,GO
4,1,3145,11,02-dic-13,GO
2,1,6104,9,20-oct-14,GO
3,1,49730,2,29-jun-12,GO
4,1,7254,11,13-mar-15,GO
4,1,17813,5,20-nov-14,NO GO
0,0,501628,10,01-sep-13,NO GO
2,1,4392,6,24-oct-11,GO
2,1,70658,10,17-feb-16,GO
2,1,83735,10,09-abr-12,GO
2,1,8692,10,15-jul-15,GO
2,1,14475,9,01-ene-16,GO
2,1,26739,10,31-jul-14,GO
2,1,9545,10,01-jul-16,GO
4,1,5040,4,21-ene-13,GO
2,1,1245115,2,01-nov-11,GO
4,1,27438,1,01-ago-16,GO
3,1,12963,11,23-sep-15,GO
3,1,192993,5,18-mar-15,GO
2,1,2251,10,28-oct-11,NO GO
1,1,82934,11,02-dic-13,NO GO
4,1,13839,10,28-oct-13,NO GO
3,1,12149,10,21-mar-14,NO GO
4,1,17612,9,30-oct-12,GO
2,1,5435,6,20-jun-11,GO
2,1,3914,9,01-ene-14,GO
2,1,21897,6,01-mar-11,GO
4,1,16879,4,31-oct-16,GO
3,1,40582,10,29-ene-16,GO
3,1,78302,2,01-ene-14,NO GO
4,1,2182,11,27-jun-12,NO GO
2,1,5516,10,30-abr-15,NO GO
2,1,89514,9,01-ene-13,GO
2,1,36556,10,31-ene-15,GO
2,1,117118,3,19-sep-11,GO
2,1,28158,10,09-dic-14,NO GO
4,1,2634,11,28-nov-14,NO GO
2,1,7430,10,19-nov-13,NO GO
2,1,1171,9,06-sep-13,GO
2,1,45404,10,31-dic-12,GO
2,1,20641,10,23-jun-16,GO
2,1,7190,9,07-ene-14,GO
3,1,191760,5,31-may-15,NO GO
2,1,32349,9,01-ene-13,GO
2,1,12993,9,01-jun-12,GO
2,1,10867,9,27-jun-16,GO
3,1,128152,7,29-feb-16,GO
3,1,80400,2,01-abr-14,GO
3,1,21718,6,31-dic-15,GO
2,1,70999,10,01-ene-14,NO GO
2,1,18027,10,31-jul-12,NO GO
2,1,24564,10,30-nov-14,GO
2,1,39325,10,24-feb-14,GO
4,1,49488,4,19-dic-13,GO
2,1,15250,9,31-jul-15,GO
4,1,3567,10,26-abr-13,GO
4,1,2524,11,07-may-12,NO GO
2,1,1421,9,01-nov-16,NO GO
2,1,491,9,31-dic-15,GO
2,1,8799,9,20-mar-14,GO
2,1,4155,6,02-jun-11,GO
2,1,211639,10,15-abr-11,GO
2,1,45463,10,31-mar-15,GO
4,1,16997,9,28-oct-13,GO
4,1,8592,11,01-jun-12,GO
2,1,127357,9,01-ene-13,GO
4,1,1951,6,01-mar-12,NO GO
2,1,18965,6,15-jun-12,NO GO
2,1,7763,10,31-ago-16,NO GO
4,1,44950,6,01-mar-11,NO GO
3,1,120000,5,01-may-16,GO
2,1,19520,9,30-nov-14,GO
2,1,14869,9,01-ene-16,GO
2,1,37889,3,01-mar-12,GO
2,1,41960,9,25-feb-16,GO
2,1,394686,9,01-ene-12,GO
4,1,18595,9,18-abr-16,GO
3,1,15152,7,30-jun-15,GO
2,1,21716,10,30-sep-15,GO
3,1,48640,5,20-may-11,NO GO
2,1,81342,5,28-jun-12,GO
2,1,28225,10,31-oct-16,GO
2,1,1176,10,21-ene-13,GO
2,1,86916,10,19-mar-14,GO
2,1,14096,10,28-nov-14,GO
3,1,20295,10,01-oct-11,NO GO
2,1,74780,9,31-ene-15,GO
2,1,14096,10,22-dic-14,GO
4,1,14723,1,16-nov-16,GO
2,1,31018,10,31-ago-15,GO
4,1,11394,11,31-oct-11,GO
4,1,53843,11,31-oct-16,GO
4,1,2994,11,24-oct-13,NO GO
3,1,249454,2,31-ago-14,NO GO
4,1,3317,10,28-feb-15,NO GO
2,1,8913,6,24-oct-11,GO
3,1,116111,6,02-may-11,GO
2,1,979,9,28-feb-15,GO
2,1,18864,6,17-feb-11,GO
4,1,51078,10,09-may-11,GO
3,1,5000,5,16-mar-16,NO GO
4,1,16796,11,30-nov-12,NO GO
4,1,1199,11,15-abr-13,NO GO
4,1,158993,1,31-oct-15,NO GO
4,1,17850,9,29-nov-11,GO
3,1,10830,5,27-oct-16,GO
4,1,3550,6,22-dic-11,GO
4,1,1650,11,27-nov-14,GO
4,1,10050,11,01-dic-16,GO
2,1,4800,9,01-ene-13,GO
2,1,1100,9,28-feb-15,GO
2,1,16830,4,26-dic-12,GO
2,1,4400,6,03-feb-11,GO
1,1,5833,6,30-abr-15,GO
2,1,1000,9,08-jul-15,GO
3,1,100000,2,01-ago-12,GO
2,1,1600,9,30-jun-14,GO
2,1,2166,6,21-may-12,GO
2,1,1200,9,01-ene-16,GO
3,1,4500,5,19-jul-13,GO
2,1,48193,10,01-sep-16,GO
2,1,1218,10,15-oct-12,GO
2,1,12485,6,16-ene-12,GO
3,1,75700,2,01-ago-12,GO
2,1,316482,3,11-mar-11,GO
2,1,69000,6,31-mar-11,GO
2,1,3000,9,01-ene-13,GO
2,1,21482,9,01-may-13,GO
2,1,3000,9,31-ene-15,GO
2,1,2400,9,01-ene-14,GO
2,1,8750,10,25-jul-14,GO
2,1,15252,9,30-abr-15,GO
2,1,4000,9,01-dic-16,GO
2,1,88938,10,25-jul-11,GO
3,1,12000,2,17-oct-11,GO
3,1,12000,2,17-oct-11,GO
4,1,1000,6,01-jun-11,GO
4,1,8872,6,01-jun-11,GO
2,1,15252,9,01-abr-14,GO
2,1,1750,9,01-ene-14,GO
0,1,680000,5,31-ago-14,GO
2,1,81278,3,31-mar-12,GO
2,1,1200,9,16-may-14,GO
2,1,21583,10,15-abr-13,GO
4,1,5800,9,31-dic-15,GO
2,1,1500,9,01-ene-16,GO
2,1,45314,9,25-abr-13,GO
4,1,1434,4,01-nov-16,GO
2,1,22000,10,01-may-14,GO
2,1,10281,6,01-ago-11,GO
2,1,4800,10,11-ene-12,GO
2,1,4230,10,20-nov-12,GO
2,1,7500,10,30-mar-12,GO
2,1,12300,6,23-ene-12,GO
2,1,2279,6,05-sep-12,GO
0,0,145300,3,01-feb-16,GO
2,1,41194,6,16-mar-11,GO
2,1,2400,9,31-ene-15,GO
2,1,3300,9,18-ene-13,GO
2,1,35805,9,01-jul-14,GO
2,1,44000,10,30-jun-14,GO
2,1,6640,6,21-jun-11,GO
3,1,13839,5,14-oct-16,GO
2,1,38300,10,11-may-16,GO
3,1,17958,4,29-may-14,GO
4,1,14472,10,05-jun-12,GO
4,1,15430,6,02-jul-11,GO
4,1,2815,6,18-ene-12,GO
4,1,7500,6,19-may-11,GO
4,1,3470,6,23-may-11,GO
3,1,7000,10,27-feb-14,GO
3,1,24704,10,29-nov-14,GO
3,1,1450,5,02-oct-12,GO
3,1,17900,4,01-jul-16,GO
3,1,265000,5,31-mar-15,GO
2,1,10248,9,27-may-13,GO
4,1,15940,5,01-feb-12,GO
2,1,99750,5,31-ago-15,GO
3,1,15000,4,15-ene-13,GO
4,1,17990,5,31-ago-15,GO
2,1,225501,9,01-ene-15,GO
4,1,52380,6,31-ene-11,GO
2,1,45000,10,08-oct-13,GO
3,1,4056,5,01-nov-15,GO
4,1,17980,6,01-feb-11,GO
2,1,44000,9,01-ene-16,GO
3,1,24793,6,25-abr-11,GO
4,1,69559,5,11-abr-11,GO
4,1,17890,6,17-may-11,GO
2,1,48000,9,31-ene-15,GO
4,1,1950,10,18-oct-12,GO
4,1,17850,6,01-feb-12,GO
2,1,350000,2,01-ene-12,GO
3,1,7456,10,13-dic-13,GO
3,1,135600,10,14-jun-12,GO
2,1,9800,10,10-jul-13,GO
2,1,49306,9,01-feb-14,GO
4,1,57579,10,12-dic-16,GO
3,1,149940,5,15-feb-13,GO
2,1,3795,6,14-jun-11,GO
3,1,7495,10,22-may-13,GO
2,1,4750,6,23-ene-12,GO
2,1,293436,10,25-feb-13,GO
3,1,200000,6,14-mar-11,GO
2,1,160000,2,31-ene-15,GO
4,1,17996,1,01-ene-15,GO
2,1,50420,10,21-mar-12,GO
4,1,2748,1,01-may-16,GO
4,1,1000,10,01-ene-13,GO
4,1,17999,6,15-dic-11,GO
2,1,160000,2,31-ene-16,GO
2,1,114296,10,15-oct-12,GO
3,1,5900,10,03-oct-14,GO
3,1,142072,4,25-ene-12,GO
2,1,160000,4,01-ene-14,GO
2,1,95350,10,13-ene-14,GO
3,1,76362,5,29-jun-12,GO
4,1,48000,10,04-dic-13,GO
4,1,22470,9,30-abr-16,GO
4,1,17013,4,14-jun-13,GO
4,1,5280,5,15-jun-13,GO
4,1,15000,6,02-nov-11,GO
4,1,17996,5,30-abr-15,GO
4,1,110880,4,08-abr-11,GO
0,0,190528,10,01-oct-11,GO
2,1,51000,10,30-nov-13,GO
4,1,59300,5,09-ago-12,GO
4,1,17900,5,24-may-11,GO
4,1,123939,9,30-nov-12,GO
3,1,59250,4,01-may-14,GO
3,1,1938,4,28-may-14,GO
4,1,17888,5,31-jul-14,GO
4,1,1328,4,31-ene-16,GO
3,1,70392,10,02-nov-11,GO
4,1,17398,10,14-may-12,GO
2,1,14000,10,01-ene-14,GO
3,1,3366,6,26-sep-12,GO
3,1,18500,4,23-dic-11,GO
1,1,12280,4,01-feb-12,GO
3,1,17840,4,01-ene-14,GO
4,1,137700,7,31-may-14,GO
4,1,71358,1,01-sep-11,GO
4,1,35808,9,14-dic-16,GO
4,1,57000,11,10-may-16,GO
4,1,16450,10,14-oct-13,GO
3,1,17852,5,30-oct-13,GO
4,1,15829,11,31-dic-15,GO
1,1,25456,4,01-jul-12,GO
4,1,12000,10,30-jun-16,GO
3,1,22260,10,18-dic-13,GO
1,1,28859,11,01-mar-12,GO
4,1,14567,11,15-nov-13,GO
4,1,15820,11,27-sep-16,GO
2,1,36000,9,31-jul-15,GO
3,1,1400,4,13-may-13,GO
3,1,7766,6,31-ene-11,NO GO
4,1,17550,9,14-dic-12,NO GO
3,1,1925,7,11-sep-13,NO GO
4,1,8375,4,27-jul-11,NO GO
4,1,12985,11,26-dic-14,NO GO
2,1,15844,9,31-ago-15,NO GO
2,1,12000,4,01-may-14,NO GO
3,1,12475,4,25-jul-13,NO GO
3,1,267115,5,31-dic-14,NO GO
3,1,2380,5,10-dic-12,NO GO
3,1,20624,4,01-jul-14,NO GO
4,1,17946,5,30-jun-14,NO GO
4,1,99938,11,18-nov-14,NO GO
2,1,111120,6,31-ene-11,NO GO
2,1,30000,6,02-nov-11,NO GO
4,1,8925,11,01-sep-16,NO GO
2,1,20000,10,11-dic-13,NO GO
4,1,8858,9,30-sep-16,NO GO
1,1,50000,4,01-oct-13,NO GO
2,1,7000,6,27-jun-12,NO GO
2,1,13536,2,01-sep-16,NO GO
2,1,29758,10,01-abr-13,NO GO
2,1,17100,10,15-oct-12,NO GO
4,1,40000,5,24-sep-13,NO GO
1,1,13620,4,01-ago-13,NO GO
0,0,45581,10,01-sep-11,NO GO
4,1,17999,1,30-abr-13,NO GO
2,1,59007,10,30-abr-15,NO GO
3,1,3000,4,10-feb-12,NO GO
4,1,320623,10,21-mar-14,NO GO
1,1,30000,6,19-sep-14,NO GO
2,1,24675,10,17-abr-13,NO GO
1,1,3997,4,26-nov-13,NO GO
2,1,600,9,16-may-16,GO
