Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,res1H,res1A,res5H,res5A,res20H,res20A,HomeWin,ScoreDraw
E2,2001/10/13,Reading,Swindon,1,3,A,0,1,A,9.0,10.0,5.0,5.0,10.0,12.0,4.0,4.0,1.0,4.0,0.0,0.0,-1,0,-0.2,0.0,0.25,-0.2,0,0
E2,2001/10/13,Stoke,Notts County,1,0,H,0,0,D,16.0,4.0,9.0,0.0,11.0,28.0,9.0,1.0,3.0,3.0,0.0,0.0,1,-1,0.4,0.0,0.05,0.2,1,0
E2,2001/10/13,Wrexham,QPR,1,0,H,1,0,H,8.0,13.0,3.0,5.0,7.0,15.0,2.0,1.0,1.0,2.0,1.0,0.0,-1,1,-0.6000000000000001,0.8,-0.4,0.05,1,0
E2,2001/10/13,Wycombe,Bournemouth,1,1,D,0,1,A,18.0,10.0,10.0,4.0,6.0,10.0,7.0,6.0,0.0,2.0,0.0,0.0,1,1,0.4,-0.2,0.05,0.2,0,1
E2,2001/10/20,Bournemouth,Brentford,0,2,A,0,1,A,12.0,11.0,3.0,4.0,8.0,14.0,6.0,3.0,0.0,3.0,0.0,1.0,0,1,0.0,0.2,0.15,0.15,0,0
E2,2001/10/20,Brighton,Oldham,3,0,H,3,0,H,16.0,10.0,8.0,4.0,11.0,14.0,8.0,6.0,0.0,2.0,0.0,0.0,1,-1,0.6000000000000001,0.0,0.55,0.3,1,0
E2,2001/10/20,Bristol City,Wycombe,0,1,A,0,0,D,18.0,13.0,9.0,7.0,7.0,8.0,8.0,2.0,2.0,3.0,0.0,0.0,1,0,0.2,0.0,0.15,0.3,0,0
E2,2001/10/20,Bury,Chesterfield,2,1,H,0,1,A,10.0,9.0,4.0,6.0,18.0,11.0,4.0,2.0,3.0,1.0,0.0,0.0,-1,0,-0.8,0.2,-0.35000000000000003,-0.15,1,0
E2,2001/10/20,Colchester,Cambridge,3,1,H,2,1,H,16.0,9.0,8.0,4.0,12.0,13.0,4.0,7.0,0.0,1.0,0.0,0.0,-1,1,-0.6000000000000001,0.2,0.0,-0.05,1,0
E2,2001/10/20,Notts County,Reading,3,4,A,1,4,A,20.0,15.0,11.0,6.0,10.0,11.0,6.0,1.0,3.0,4.0,0.0,0.0,-1,-1,-0.2,0.0,-0.1,0.35000000000000003,0,0
E2,2001/10/20,Peterboro,Blackpool,3,2,H,1,2,A,18.0,13.0,7.0,7.0,17.0,20.0,4.0,6.0,4.0,1.0,0.0,0.0,-1,1,0.2,0.6000000000000001,-0.05,0.05,1,0
E2,2001/10/20,QPR,Northampton,0,1,A,0,1,A,8.0,12.0,3.0,4.0,8.0,18.0,9.0,4.0,1.0,3.0,0.0,0.0,-1,1,0.0,0.0,0.0,-0.4,0,0
E2,2001/10/20,Tranmere,Huddersfield,1,0,H,0,0,D,6.0,14.0,4.0,6.0,12.0,10.0,6.0,9.0,2.0,0.0,0.0,0.0,-1,-1,0.2,0.0,-0.15,0.05,1,0
E2,2001/10/20,Wigan,Wrexham,2,3,A,1,1,D,13.0,10.0,10.0,5.0,25.0,17.0,5.0,4.0,3.0,3.0,1.0,1.0,0,1,-0.2,-0.6000000000000001,-0.3,-0.25,0,0
E2,2001/10/21,Port Vale,Stoke,1,1,D,0,0,D,8.0,7.0,5.0,4.0,10.0,15.0,10.0,5.0,3.0,4.0,0.0,0.0,0,1,-0.4,0.6000000000000001,-0.2,0.4,0,1
E2,2001/10/21,Swindon,Cardiff,0,3,A,0,1,A,8.0,11.0,5.0,6.0,16.0,10.0,4.0,6.0,4.0,1.0,1.0,0.0,1,0,0.4,-0.2,-0.15,-0.2,0,0
E2,2001/10/23,Brentford,Bury,5,1,H,2,0,H,14.0,12.0,6.0,7.0,16.0,16.0,7.0,16.0,1.0,6.0,0.0,1.0,1,1,0.4,-0.2,0.2,-0.5,1,0
E2,2001/10/23,Bristol City,Bournemouth,1,0,H,1,0,H,6.0,6.0,6.0,3.0,13.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0,-1,-1,0.0,0.2,0.1,0.25,1,0
E2,2001/10/23,Chesterfield,Stoke,1,2,A,0,0,D,2.0,10.0,2.0,6.0,15.0,11.0,2.0,10.0,3.0,3.0,0.0,0.0,-1,0,-0.4,0.4,-0.35000000000000003,0.05,0,0
E2,2001/10/23,Colchester,Wycombe,2,2,D,2,2,D,12.0,12.0,5.0,6.0,9.0,12.0,2.0,7.0,0.0,2.0,0.0,0.0,1,1,-0.2,0.6000000000000001,-0.05,0.1,0,1
E2,2001/10/23,Northampton,Huddersfield,0,3,A,0,2,A,12.0,17.0,6.0,10.0,9.0,10.0,4.0,5.0,0.0,1.0,0.0,0.0,1,-1,0.0,0.0,-0.6,0.1,0,0
E2,2001/10/23,Notts County,Brighton,2,2,D,1,0,H,14.0,13.0,9.0,6.0,13.0,12.0,4.0,5.0,2.0,2.0,0.0,0.0,-1,1,-0.2,0.2,0.0,0.35000000000000003,0,1
E2,2001/10/23,Oldham,Reading,0,1,A,0,1,A,16.0,8.0,8.0,4.0,9.0,11.0,9.0,4.0,2.0,1.0,0.0,0.0,-1,1,0.0,0.0,0.2,0.3,0,0
E2,2001/10/23,Peterboro,QPR,4,1,H,2,1,H,16.0,12.0,9.0,5.0,10.0,10.0,9.0,6.0,2.0,1.0,0.0,1.0,1,-1,0.6000000000000001,0.2,0.25,-0.2,1,0
E2,2001/10/23,Tranmere,Wigan,1,2,A,0,0,D,13.0,13.0,6.0,9.0,17.0,25.0,11.0,3.0,0.0,2.0,0.0,0.0,1,-1,0.6000000000000001,-0.8,-0.05,-0.05,0,0
E2,2001/10/23,Wrexham,Blackpool,1,1,D,1,0,H,8.0,9.0,4.0,6.0,14.0,17.0,10.0,9.0,1.0,2.0,0.0,0.0,1,-1,-0.6000000000000001,0.0,-0.15,-0.05,0,1
E2,2001/10/24,Port Vale,Cardiff,0,2,A,0,2,A,13.0,11.0,4.0,5.0,12.0,17.0,3.0,7.0,2.0,1.0,0.0,0.0,0,1,0.0,-0.2,0.0,0.25,0,0
E2,2001/10/24,Swindon,Cambridge,2,0,H,0,0,D,11.0,7.0,7.0,4.0,9.0,11.0,13.0,3.0,1.0,0.0,0.0,0.0,-1,-1,0.0,-0.2,-0.2,-0.4,1,0
E2,2001/10/27,Blackpool,Chesterfield,1,0,H,0,0,D,10.0,11.0,8.0,7.0,9.0,9.0,8.0,8.0,2.0,3.0,0.0,0.0,0,-1,0.4,-0.6000000000000001,0.15,-0.25,1,0
E2,2001/10/27,Bournemouth,Notts County,4,2,H,3,2,H,16.0,6.0,9.0,3.0,11.0,24.0,7.0,5.0,1.0,7.0,0.0,1.0,-1,0,0.0,-0.4,0.15,0.2,1,0
E2,2001/10/27,Brighton,Colchester,1,0,H,1,0,H,15.0,13.0,7.0,6.0,12.0,13.0,7.0,6.0,1.0,2.0,0.0,0.0,0,0,0.0,-0.4,0.35000000000000003,-0.05,1,0
E2,2001/10/27,Bury,Peterboro,2,0,H,1,0,H,10.0,10.0,6.0,1.0,12.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,-1,1,-0.6000000000000001,0.2,-0.4,0.0,1,0
E2,2001/10/27,Cambridge,Northampton,3,3,D,3,1,H,13.0,11.0,7.0,7.0,12.0,15.0,12.0,9.0,3.0,2.0,0.0,0.0,-1,-1,0.0,-0.4,-0.05,-0.5,0,1
E2,2001/10/27,Cardiff,Tranmere,1,1,D,1,0,H,9.0,10.0,5.0,1.0,8.0,13.0,7.0,3.0,0.0,3.0,0.0,0.0,1,-1,0.0,-0.2,-0.1,-0.1,0,1
E2,2001/10/27,Huddersfield,Wrexham,5,1,H,1,1,D,11.0,7.0,7.0,4.0,14.0,12.0,6.0,4.0,1.0,2.0,0.0,0.0,1,0,0.0,-0.4,0.05,-0.25,1,0
E2,2001/10/27,QPR,Oldham,1,1,D,1,0,H,8.0,7.0,4.0,1.0,18.0,14.0,4.0,3.0,1.0,0.0,0.0,0.0,-1,-1,-0.2,-0.2,-0.1,0.1,0,1
E2,2001/10/27,Reading,Brentford,1,2,A,0,0,D,4.0,15.0,2.0,7.0,10.0,13.0,4.0,6.0,3.0,4.0,0.0,0.0,1,1,-0.4,0.6000000000000001,0.0,0.2,0,0
E2,2001/10/27,Stoke,Bristol City,1,0,H,0,0,D,13.0,4.0,4.0,0.0,13.0,13.0,12.0,2.0,1.0,2.0,0.0,1.0,1,1,1.0,0.4,0.35000000000000003,0.35000000000000003,1,0
E2,2001/10/27,Wigan,Port Vale,0,1,A,0,1,A,16.0,8.0,7.0,2.0,11.0,15.0,11.0,5.0,1.0,0.0,0.0,0.0,1,-1,-0.2,0.0,-0.15,-0.25,0,0
E2,2001/10/27,Wycombe,Swindon,1,1,D,1,1,D,10.0,9.0,7.0,5.0,5.0,12.0,4.0,6.0,2.0,3.0,1.0,0.0,0,1,0.4,0.4,0.35000000000000003,0.1,0,1
E2,2001/11/03,Brentford,Blackpool,2,0,H,0,0,D,10.0,12.0,5.0,3.0,9.0,11.0,4.0,8.0,0.0,2.0,0.0,0.0,1,1,1.0,0.2,0.35000000000000003,0.1,1,0
E2,2001/11/03,Bristol City,Brighton,0,1,A,0,1,A,9.0,10.0,7.0,6.0,12.0,13.0,9.0,7.0,3.0,2.0,1.0,0.0,-1,1,0.0,0.4,0.0,0.25,0,0
E2,2001/11/03,Chesterfield,Cambridge,2,0,H,0,0,D,12.0,6.0,8.0,2.0,14.0,12.0,13.0,6.0,0.0,2.0,0.0,0.0,-1,0,-0.8,0.0,-0.25,-0.2,1,0
E2,2001/11/03,Colchester,Bournemouth,1,2,A,1,2,A,11.0,13.0,3.0,8.0,9.0,17.0,3.0,3.0,1.0,4.0,0.0,1.0,-1,1,-0.2,0.4,-0.1,0.1,0,0
E2,2001/11/03,Northampton,Reading,0,2,A,0,0,D,11.0,13.0,5.0,6.0,9.0,11.0,5.0,4.0,1.0,0.0,0.0,0.0,0,-1,0.2,-0.4,-0.4,0.05,0,0
E2,2001/11/03,Notts County,QPR,0,2,A,0,0,D,14.0,7.0,6.0,3.0,9.0,8.0,1.0,5.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-0.4,-0.2,0.05,0,0
E2,2001/11/03,Oldham,Huddersfield,1,1,D,0,1,A,12.0,9.0,4.0,3.0,17.0,13.0,9.0,2.0,1.0,0.0,0.0,0.0,0,1,-0.4,-0.2,0.1,-0.15,0,1
E2,2001/11/03,Peterboro,Wigan,0,2,A,0,1,A,11.0,9.0,7.0,4.0,9.0,10.0,4.0,6.0,0.0,3.0,0.0,0.0,-1,-1,0.2,-0.8,0.15,-0.25,0,0
E2,2001/11/03,Port Vale,Bury,1,0,H,0,0,D,10.0,8.0,2.0,3.0,4.0,14.0,5.0,8.0,2.0,5.0,0.0,0.0,1,1,0.2,0.2,0.0,-0.45,1,0
E2,2001/11/03,Swindon,Stoke,0,3,A,0,1,A,12.0,7.0,2.0,4.0,11.0,12.0,5.0,3.0,1.0,2.0,0.0,0.0,0,1,0.2,0.8,0.1,0.55,0,0
E2,2001/11/03,Tranmere,Wycombe,1,1,D,1,1,D,13.0,5.0,6.0,2.0,12.0,11.0,3.0,3.0,1.0,4.0,0.0,1.0,0,0,0.4,0.4,-0.2,0.05,0,1
E2,2001/11/04,Wrexham,Cardiff,1,3,A,1,2,A,10.0,8.0,7.0,5.0,9.0,22.0,8.0,4.0,3.0,5.0,0.0,0.0,-1,0,-0.2,0.2,0.05,0.05,0,0
E2,2001/11/06,Blackpool,Stoke,2,2,D,0,0,D,11.0,6.0,5.0,3.0,3.0,7.0,8.0,5.0,2.0,1.0,0.0,0.0,-1,1,-0.4,0.8,-0.05,0.25,0,1
E2,2001/11/06,Reading,Wrexham,2,0,H,0,0,D,12.0,8.0,10.0,3.0,12.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,1,-1,0.2,0.0,0.25,-0.2,1,0
E2,2001/11/07,Bury,Cardiff,3,0,H,1,0,H,10.0,10.0,3.0,5.0,14.0,7.0,7.0,4.0,0.0,2.0,0.0,0.0,-1,1,-0.4,0.6000000000000001,-0.6,0.3,1,0
E2,2001/11/09,Huddersfield,Notts County,2,2,D,1,0,H,13.0,7.0,7.0,4.0,9.0,13.0,13.0,3.0,1.0,1.0,0.0,0.0,0,-1,-0.4,-0.8,0.05,0.0,0,1
E2,2001/11/09,Wigan,Colchester,2,3,A,0,2,A,11.0,5.0,8.0,3.0,19.0,13.0,4.0,2.0,3.0,1.0,0.0,0.0,1,-1,0.0,0.0,0.15,0.15,0,0
E2,2001/11/10,Blackpool,Swindon,1,0,H,1,0,H,12.0,10.0,7.0,6.0,14.0,11.0,8.0,7.0,1.0,3.0,0.0,0.0,0,-1,0.2,0.0,0.1,-0.05,1,0
E2,2001/11/10,Bournemouth,Wrexham,3,0,H,2,0,H,11.0,8.0,6.0,2.0,8.0,15.0,3.0,3.0,1.0,2.0,0.0,0.0,1,-1,0.0,0.0,0.15,-0.2,1,0
E2,2001/11/10,Brighton,Port Vale,1,0,H,0,0,D,10.0,10.0,5.0,3.0,23.0,23.0,5.0,2.0,0.0,3.0,0.0,0.0,1,1,0.4,0.2,0.55,-0.15,1,0
E2,2001/11/10,Cambridge,Oldham,1,1,D,0,1,A,11.0,10.0,6.0,5.0,16.0,15.0,3.0,6.0,4.0,1.0,0.0,0.0,-1,0,-0.6000000000000001,-0.8,-0.4,0.1,0,1
E2,2001/11/10,Cardiff,Chesterfield,2,1,H,2,1,H,12.0,5.0,7.0,2.0,10.0,12.0,3.0,6.0,1.0,2.0,0.0,0.0,-1,1,0.2,-0.4,-0.25,-0.3,1,0
E2,2001/11/10,QPR,Tranmere,1,2,A,0,0,D,10.0,14.0,4.0,7.0,18.0,15.0,3.0,1.0,1.0,1.0,0.0,0.0,1,0,-0.2,0.0,-0.05,-0.15,0,0
E2,2001/11/10,Reading,Bristol City,3,2,H,2,1,H,11.0,14.0,6.0,6.0,11.0,8.0,5.0,3.0,1.0,2.0,0.0,0.0,1,-1,0.2,0.0,0.2,0.25,1,0
E2,2001/11/10,Stoke,Brentford,3,2,H,1,1,D,12.0,10.0,6.0,5.0,16.0,12.0,4.0,5.0,4.0,4.0,0.0,0.0,0,1,0.6000000000000001,1.0,0.45,0.45,1,0
E2,2001/11/10,Wycombe,Peterboro,3,0,H,1,0,H,13.0,5.0,10.0,1.0,9.0,10.0,5.0,6.0,0.0,2.0,0.0,0.0,0,-1,0.4,0.2,0.15,0.1,1,0
E2,2001/11/11,Bury,Northampton,2,1,H,0,1,A,6.0,8.0,2.0,2.0,12.0,17.0,7.0,2.0,1.0,1.0,1.0,1.0,1,-1,0.2,-0.2,-0.3,-0.55,1,0
E2,2001/11/13,Wigan,Stoke,6,1,H,3,1,H,17.0,9.0,9.0,2.0,23.0,13.0,3.0,5.0,1.0,1.0,0.0,0.0,-1,1,-0.4,0.8,-0.35000000000000003,0.4,1,0
E2,2001/11/20,Blackpool,Notts County,0,0,D,0,0,D,5.0,9.0,2.0,4.0,16.0,18.0,4.0,7.0,4.0,3.0,1.0,0.0,1,0,0.0,-0.6000000000000001,0.25,-0.1,0,0
E2,2001/11/20,Bournemouth,Port Vale,0,0,D,0,0,D,11.0,7.0,5.0,2.0,11.0,19.0,6.0,3.0,2.0,3.0,0.0,0.0,1,-1,0.0,-0.2,-0.05,-0.3,0,0
E2,2001/11/20,Bury,Bristol City,2,2,D,1,1,D,7.0,8.0,4.0,5.0,16.0,12.0,4.0,4.0,2.0,0.0,0.0,0.0,1,-1,0.2,-0.2,-0.5,0.0,0,1
E2,2001/11/20,Cambridge,Wrexham,0,2,A,0,0,D,7.0,13.0,2.0,8.0,12.0,14.0,5.0,5.0,0.0,0.0,0.0,0.0,0,-1,-0.2,-0.4,-0.25,-0.3,0,0
E2,2001/11/20,Cardiff,Colchester,1,1,D,1,0,H,11.0,4.0,6.0,1.0,14.0,10.0,11.0,1.0,1.0,3.0,0.0,0.0,1,1,0.8,0.0,0.35000000000000003,0.0,0,1
E2,2001/11/20,Huddersfield,Brentford,1,1,D,0,0,D,11.0,7.0,7.0,1.0,12.0,10.0,4.0,7.0,1.0,1.0,0.0,0.0,0,-1,0.0,0.6000000000000001,-0.1,0.2,0,1
E2,2001/11/20,Reading,Tranmere,4,1,H,2,0,H,11.0,5.0,8.0,2.0,7.0,6.0,4.0,6.0,2.0,2.0,0.0,1.0,1,1,0.6000000000000001,0.0,0.3,0.0,1,0
E2,2001/11/20,Wigan,Chesterfield,1,1,D,0,0,D,13.0,7.0,4.0,4.0,11.0,9.0,4.0,1.0,1.0,2.0,0.0,0.0,1,-1,0.2,-0.8,0.1,-0.25,0,1
E2,2001/11/20,Wycombe,Northampton,2,1,H,1,1,D,7.0,8.0,4.0,2.0,7.0,5.0,4.0,6.0,1.0,1.0,0.0,0.0,1,-1,0.4,0.0,0.45,-0.45,1,0
E2,2001/11/21,Brighton,Peterboro,1,1,D,1,1,D,14.0,8.0,9.0,5.0,11.0,17.0,7.0,4.0,1.0,3.0,0.0,0.0,1,-1,0.8,-0.2,0.5,-0.15,0,1
E2,2001/11/21,QPR,Swindon,4,0,H,3,0,H,7.0,7.0,4.0,2.0,11.0,11.0,2.0,5.0,2.0,3.0,0.0,0.0,-1,-1,-0.8,0.0,0.05,-0.1,1,0
E2,2001/11/21,Stoke,Oldham,0,0,D,0,0,D,9.0,4.0,4.0,2.0,15.0,9.0,8.0,6.0,1.0,0.0,1.0,0.0,-1,0,0.4,-0.6000000000000001,0.35000000000000003,0.0,0,0
E2,2001/11/24,Brentford,QPR,0,0,D,0,0,D,9.0,4.0,2.0,2.0,18.0,16.0,4.0,6.0,1.0,1.0,0.0,0.0,0,1,0.8,0.0,0.45,-0.15,0,0
E2,2001/11/24,Bristol City,Blackpool,2,1,H,1,0,H,12.0,10.0,6.0,6.0,18.0,12.0,11.0,5.0,2.0,2.0,0.0,0.0,0,0,-0.4,0.0,0.1,0.05,1,0
E2,2001/11/24,Chesterfield,Bournemouth,2,1,H,1,1,D,10.0,5.0,7.0,2.0,13.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0,0,-0.4,0.0,-0.25,0.05,1,0
E2,2001/11/24,Colchester,Bury,0,1,A,0,0,D,20.0,6.0,9.0,2.0,12.0,19.0,15.0,5.0,1.0,1.0,0.0,0.0,0,0,-0.2,0.0,-0.1,-0.3,0,0
E2,2001/11/24,Northampton,Wigan,0,2,A,0,1,A,10.0,11.0,3.0,4.0,12.0,16.0,9.0,10.0,1.0,1.0,0.0,0.0,-1,0,-0.4,0.0,-0.5,-0.35000000000000003,0,0
E2,2001/11/24,Notts County,Cardiff,0,0,D,0,0,D,11.0,10.0,3.0,4.0,11.0,18.0,4.0,6.0,1.0,1.0,0.0,0.0,0,0,-0.6000000000000001,0.2,-0.05,-0.1,0,0
E2,2001/11/24,Oldham,Wycombe,2,0,H,2,0,H,11.0,9.0,5.0,2.0,16.0,9.0,15.0,4.0,1.0,2.0,0.0,1.0,0,1,-0.4,0.4,0.0,0.05,1,0
E2,2001/11/24,Peterboro,Reading,1,2,A,1,0,H,9.0,10.0,4.0,5.0,14.0,6.0,3.0,13.0,2.0,2.0,1.0,0.0,0,1,0.0,0.6000000000000001,0.05,0.15,0,0
E2,2001/11/24,Port Vale,Huddersfield,1,1,D,0,0,D,12.0,8.0,2.0,4.0,9.0,13.0,7.0,7.0,1.0,0.0,0.0,0.0,0,0,0.2,0.2,-0.1,0.2,0,1
E2,2001/11/24,Swindon,Brighton,1,1,D,0,1,A,15.0,10.0,7.0,2.0,8.0,14.0,3.0,5.0,3.0,2.0,0.0,0.0,-1,0,-0.4,0.6000000000000001,-0.1,0.4,0,1
E2,2001/11/24,Tranmere,Cambridge,6,1,H,2,0,H,23.0,5.0,13.0,2.0,10.0,10.0,6.0,2.0,1.0,3.0,0.0,1.0,-1,-1,-0.2,-0.8,-0.05,-0.4,1,0
E2,2001/11/24,Wrexham,Stoke,0,1,A,0,0,D,9.0,7.0,6.0,4.0,19.0,15.0,6.0,2.0,3.0,5.0,0.0,0.0,1,0,-0.4,0.6000000000000001,-0.4,0.65,0,0
E2,2001/11/27,Swindon,Wrexham,3,1,H,2,0,H,11.0,11.0,6.0,6.0,13.0,15.0,4.0,6.0,1.0,1.0,0.0,0.0,0,-1,-0.2,-1.0,0.0,-0.4,1,0
E2,2001/12/01,Bournemouth,Tranmere,0,2,A,0,1,A,5.0,9.0,2.0,7.0,8.0,12.0,5.0,2.0,0.0,2.0,0.0,0.0,-1,1,0.2,0.2,0.1,0.2,0,0
E2,2001/12/01,Bristol City,Notts County,3,2,H,1,0,H,16.0,9.0,9.0,7.0,9.0,14.0,7.0,4.0,2.0,4.0,0.0,0.0,1,0,-0.2,-0.4,0.2,0.05,1,0
E2,2001/12/01,Bury,Brighton,0,2,A,0,1,A,9.0,7.0,2.0,4.0,14.0,20.0,5.0,5.0,1.0,1.0,0.0,0.0,1,0,0.6000000000000001,0.6000000000000001,-0.35000000000000003,0.4,0,0
E2,2001/12/01,Cardiff,Oldham,3,1,H,1,0,H,9.0,7.0,6.0,4.0,8.0,11.0,7.0,4.0,0.0,5.0,0.0,0.0,0,1,0.2,0.0,0.05,0.1,1,0
E2,2001/12/01,Huddersfield,Cambridge,2,1,H,0,1,A,12.0,2.0,7.0,2.0,6.0,13.0,12.0,1.0,1.0,3.0,0.0,1.0,0,-1,0.4,-0.6000000000000001,0.2,-0.3,1,0
E2,2001/12/01,Port Vale,Blackpool,1,1,D,0,1,A,9.0,14.0,4.0,9.0,10.0,11.0,3.0,7.0,1.0,0.0,0.0,0.0,0,-1,0.0,0.0,-0.3,0.15,0,1
E2,2001/12/01,QPR,Colchester,2,2,D,1,2,A,7.0,7.0,4.0,3.0,11.0,12.0,4.0,7.0,2.0,1.0,0.0,0.0,0,-1,-0.2,-0.4,0.0,-0.05,0,1
E2,2001/12/01,Reading,Chesterfield,0,1,A,0,1,A,15.0,4.0,8.0,2.0,5.0,12.0,8.0,2.0,0.0,3.0,0.0,0.0,1,1,0.6000000000000001,-0.2,0.1,-0.15,0,0
E2,2001/12/01,Wigan,Swindon,1,0,H,0,0,D,15.0,2.0,8.0,1.0,9.0,11.0,10.0,3.0,0.0,1.0,0.0,0.0,1,1,0.2,-0.4,-0.05,0.05,1,0
E2,2001/12/01,Wrexham,Northampton,3,2,H,1,1,D,11.0,6.0,8.0,5.0,9.0,14.0,10.0,3.0,1.0,4.0,0.0,1.0,-1,-1,-0.6000000000000001,-0.8,-0.4,-0.5,1,0
E2,2001/12/01,Wycombe,Brentford,5,3,H,1,2,A,18.0,10.0,12.0,4.0,18.0,12.0,8.0,10.0,2.0,2.0,0.0,0.0,-1,0,0.0,0.4,0.3,0.4,1,0
E2,2001/12/04,Cardiff,Brentford,3,1,H,2,0,H,15.0,8.0,8.0,3.0,18.0,14.0,7.0,3.0,2.0,0.0,0.0,1.0,1,-1,0.4,0.0,0.25,0.35000000000000003,1,0
E2,2001/12/09,Wrexham,Bristol City,0,2,A,0,0,D,14.0,9.0,11.0,5.0,13.0,13.0,2.0,3.0,0.0,1.0,0.0,0.0,1,1,-0.2,-0.4,-0.25,0.1,0,0
E2,2001/12/11,Wigan,Notts County,1,1,D,1,0,H,10.0,7.0,4.0,3.0,15.0,15.0,5.0,4.0,2.0,1.0,0.0,0.0,1,-1,0.4,-0.6000000000000001,-0.1,-0.2,0,1
E2,2001/12/15,Blackpool,Cardiff,1,1,D,0,0,D,5.0,18.0,2.0,9.0,13.0,7.0,2.0,9.0,0.0,1.0,0.0,0.0,0,1,0.0,0.2,0.1,0.05,0,1
E2,2001/12/15,Brentford,Wrexham,3,0,H,1,0,H,15.0,7.0,8.0,3.0,10.0,19.0,8.0,3.0,0.0,2.0,0.0,1.0,-1,-1,-0.2,-0.6000000000000001,0.5,-0.4,1,0
E2,2001/12/15,Cambridge,Bristol City,0,3,A,0,2,A,6.0,11.0,1.0,5.0,15.0,14.0,3.0,6.0,0.0,1.0,0.0,0.0,-1,1,-0.6000000000000001,0.0,-0.3,0.3,0,0
E2,2001/12/15,Chesterfield,QPR,2,3,A,0,0,D,11.0,11.0,4.0,7.0,18.0,17.0,10.0,6.0,1.0,1.0,0.0,1.0,1,0,0.0,0.2,-0.2,0.15,0,0
E2,2001/12/15,Colchester,Peterboro,2,1,H,1,1,D,9.0,6.0,7.0,3.0,13.0,15.0,6.0,4.0,1.0,2.0,0.0,0.0,0,-1,-0.2,-0.6000000000000001,-0.15,-0.05,1,0
E2,2001/12/15,Northampton,Bournemouth,1,0,H,0,0,D,12.0,9.0,7.0,2.0,8.0,11.0,4.0,6.0,0.0,1.0,0.0,0.0,-1,-1,-0.8,0.4,-0.6,-0.1,1,0
E2,2001/12/15,Notts County,Bury,1,2,A,0,2,A,11.0,11.0,7.0,7.0,15.0,15.0,2.0,2.0,2.0,2.0,0.0,0.0,0,-1,-0.2,0.0,-0.25,-0.3,0,0
E2,2001/12/15,Oldham,Wigan,1,1,D,0,0,D,8.0,11.0,3.0,8.0,12.0,15.0,1.0,3.0,1.0,0.0,0.0,0.0,-1,0,-0.2,0.2,0.0,-0.2,0,1
E2,2001/12/15,Stoke,Wycombe,5,1,H,3,1,H,17.0,8.0,10.0,3.0,15.0,12.0,6.0,2.0,0.0,1.0,0.0,1.0,1,1,0.4,0.6000000000000001,0.35000000000000003,0.2,1,0
E2,2001/12/15,Tranmere,Port Vale,3,1,H,2,1,H,16.0,10.0,10.0,6.0,19.0,14.0,6.0,3.0,2.0,1.0,0.0,0.0,1,0,0.2,0.2,-0.15,-0.05,1,0
E2,2001/12/19,Stoke,Cardiff,1,1,D,0,0,D,16.0,13.0,10.0,5.0,13.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,1,0,0.2,0.4,0.45,0.25,0,1
E2,2001/12/21,Brentford,Northampton,3,0,H,0,0,D,21.0,4.0,7.0,3.0,11.0,16.0,11.0,2.0,1.0,2.0,0.0,0.0,1,1,-0.2,-0.6000000000000001,0.35000000000000003,-0.45,1,0
E2,2001/12/21,Brighton,Chesterfield,2,2,D,1,0,H,7.0,7.0,4.0,5.0,11.0,6.0,4.0,6.0,1.0,4.0,1.0,0.0,1,-1,0.8,0.0,0.25,-0.2,0,1
E2,2001/12/21,Notts County,Swindon,3,1,H,2,1,H,19.0,9.0,9.0,4.0,17.0,12.0,5.0,7.0,3.0,3.0,1.0,1.0,-1,-1,-0.4,-0.8,-0.25,-0.1,1,0
E2,2001/12/21,Oldham,Port Vale,2,0,H,1,0,H,13.0,16.0,5.0,3.0,11.0,10.0,8.0,9.0,2.0,1.0,0.0,0.0,0,-1,0.2,-0.2,0.2,-0.2,1,0
E2,2001/12/22,Bournemouth,QPR,1,2,A,0,1,A,16.0,8.0,8.0,5.0,8.0,11.0,6.0,2.0,2.0,3.0,0.0,1.0,-1,1,0.0,0.4,0.1,0.0,0,0
E2,2001/12/22,Bristol City,Wrexham,1,0,H,0,0,D,7.0,10.0,4.0,5.0,18.0,16.0,7.0,1.0,1.0,0.0,0.0,0.0,1,-1,0.4,-0.2,0.15,-0.35000000000000003,1,0
E2,2001/12/22,Bury,Blackpool,1,1,D,0,1,A,12.0,5.0,4.0,2.0,13.0,13.0,5.0,1.0,1.0,2.0,0.0,0.0,1,0,0.8,0.0,-0.25,-0.05,0,1
E2,2001/12/22,Colchester,Huddersfield,3,3,D,2,1,H,15.0,13.0,9.0,7.0,17.0,14.0,3.0,9.0,2.0,0.0,0.0,1.0,1,1,0.0,0.4,0.1,0.1,0,1
